ID,Code,Name,Total FTEs,Total Revenue,Data Collection View,Region,Division,Industry Sector,Mapping Division,Note,Gamma,KT
528,6239,Acadia Healthcare,21450,3012,Total company,North America,Services,Health Services,Services,,Ashima,Sugandha

529,6244,Trinity Rail (Proposal),11515,2509,Business unit/ Division: Functional organization,North America,Transportation & Communications & Electric & Gas & Sanitary Services,Railroad Transportation,Transportation & Communications & Electric & Gas & Sanitary Services,,Subi,Lena/Subi

530,6245,MACQUARIE (DD),2653,"108,3",Total company,Western Europe,Services,"Automotive Repair, Services, And Parking",Services,,Subhrajyoti,Aditi

531,6246,F-Secure,1710,190,Total company,Western Europe,Services,Business Services,Services,,Arhan,Subi

532,6247,ABB,6500,960,Business unit/ Division: Country organization (geography),North America,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",Manufacturing,,Subi,Lena/Subi

533,6248,Anglo Kumba,6032,45725,Total company,Africa,Mining,Metal Mining,Mining,,Arhan,Tamara

534,6249,H&M,123283,24230,Corporate center only,Western Europe,Retail Trade,Apparel And Accessory Stores,Retail Trade,,Arhan,Tamara

535,6251,ORKLA,18510,40800,Corporate center only,Western Europe,Manufacturing,Food And Kindred Products,Manufacturing,,Arhan,Tamara

536,6253,Hillenbrand (Target),6434,1770,Total company,North America,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,Manufacturing,,Ashima,Lena

537,6254,Hillenbrand (Acquirer),5279,1258,Total company,North America,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,Manufacturing,,Ashima,Lena

538,6255,APO Bank,"2371,5","896,05",Total company,Western Europe,Finance & Insurance & Real Estate ,Depository Institutions,Finance & Insurance & Real Estate ,,Subhrajyoti,Tamara

539,6256,ENCE,824,600,Total company,Western Europe,Manufacturing,Paper And Allied Products,Manufacturing,,Subhrajyoti,Kristof

540,6257,Bank of Ireland,10400,2833,Total company,Western Europe,Finance & Insurance & Real Estate ,Depository Institutions,Finance & Insurance & Real Estate ,,Arhan,Tamara

541,6259,Schibsted Media,4350,1553,Total company,Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,Communications,Transportation & Communications & Electric & Gas & Sanitary Services,,Subi,0

542,6260,GL,10200,3200,Corporate center only,Western Europe,Retail Trade,Apparel And Accessory Stores,Retail Trade,,Subi,0

543,6264,Intel,107400,70848,Total company,North America,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",Manufacturing,,Ashima,Allison/Lena

544,6279,Residio,12917,5060,Total company,North America,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",Manufacturing,,Subi,0

545,6281,IFF,10001,6192,Total company,North America,Manufacturing,Pharmaceuticals,Manufacturing,,Subi,0

546,6284,IFF Updated,10001,6192,Total company,North America,Manufacturing,Pharmaceuticals,Manufacturing,,Subi,0

547,6285,Bank of the West New Tree,9732,3550,Total company,North America,Finance & Insurance & Real Estate ,Depository Institutions,Finance & Insurance & Real Estate ,,Subi,0

548,6291,Banco de Occidentale,7819,2940298,Total company,South America,Finance & Insurance & Real Estate ,Depository Institutions,Finance & Insurance & Real Estate ,,Subi,0

549,6294,Tata Steel,20828,1760,Total company,Western Europe,Manufacturing,Primary Metal Industries,Manufacturing,,Pintu,0

550,6295,Santander - UK,25872,5420,Business unit/ Division: Country organization (geography),Western Europe,Finance & Insurance & Real Estate ,Depository Institutions,Finance & Insurance & Real Estate ,,Sumit,0

551,6296,Santander- Portugal,6705,1344,Business unit/ Division: Country organization (geography),Western Europe,Finance & Insurance & Real Estate ,Depository Institutions,Finance & Insurance & Real Estate ,,Sumit,0

552,6297,Santander- Poland ,12515,1488,Business unit/ Division: Country organization (geography),Eastern Europe,Finance & Insurance & Real Estate ,Depository Institutions,Finance & Insurance & Real Estate ,,Sumit,0

553,6298,Santander - Spain,32313,7894,Business unit/ Division: Country organization (geography),Western Europe,Finance & Insurance & Real Estate ,Depository Institutions,Finance & Insurance & Real Estate ,,Sumit,0

554,6301,Equinor,21358,79593,Total company,Western Europe,Mining,Oil And Gas Extraction,Mining,,Sumit,0

555,6302,Santander - Consumer Finance,14865,4610,Business unit/ Division: Country organization (geography),Western Europe,Finance & Insurance & Real Estate ,Non-depository Credit Institutions,Finance & Insurance & Real Estate ,,Sumit,0

556,6303,Areas,19982,"1797,5",Total company,Western Europe,Retail Trade,Eating And Drinking Places,Retail Trade,,Allison,0

557,6304,Mc Cain,5242,4200,Business unit/ Division: Country organization (geography),North America,Manufacturing,Food And Kindred Products,Manufacturing,,Sumit,0

558,6309,Tieto,15190,"1599,4",Total company,Western Europe,Services,Business Services,Services,,Sumit,0

559,6311,SK Networks,762,"1,40E+13",Corporate center only,Industrialized Asia,Retail Trade,Miscellaneous Retail,Retail Trade,,Arhan,Henrike

560,6315,TD,83383,27683,Total company,North America,Finance & Insurance & Real Estate ,Depository Institutions,Finance & Insurance & Real Estate ,,Allison,0

561,6317,Pladis,15589,2000,Total company,Western Europe,Manufacturing,Food And Kindred Products,Manufacturing,,Sumit,Mai

562,6318,Tapestry,4139,6027,Corporate center only,North America,Retail Trade,Apparel And Accessory Stores,Retail Trade,,Novo,Lena

563,6320,ADNOC,4876,96368,Total company,Middle East,Manufacturing,Petroleum Refining And Related Industries,Manufacturing,,Subi,0

564,6321,CIBC,45000,17000,Total company,North America,Finance & Insurance & Real Estate ,Depository Institutions,Finance & Insurance & Real Estate ,,Sumit,Kristof

565,6322,Loreal,86000,27000,Total company,Western Europe,Manufacturing,Chemicals w/o Pharma,Manufacturing,,Arhan,Aditi

566,6327,Schneider,26699,20365,Business unit/ Division: Segment organization (customer),Western Europe,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",Manufacturing,,ashima,0

567,6328,Securitas Direct Verisure,17826,1800,Business unit/ Division: Country organization (geography),Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,Communications,Transportation & Communications & Electric & Gas & Sanitary Services,,Arhan,Tamara

568,6334,WASH Laundry,1217,520,Total company,North America,Services,Personal Services,Services,,Novo,Allison

569,6340,Bank of Queensland,2586,"1089,59",Total company,Australia & Oceania,Finance & Insurance & Real Estate ,Depository Institutions,Finance & Insurance & Real Estate ,,Tamara,Tamara

570,6341,CWA - Citizen Watch America,728,410,Business unit/ Division: Country organization (geography),North America,Wholesale Trade,Wholesale Trade-durable Goods,Wholesale Trade,,Novo,Allison

571,6345,HSBC,2105,"1003,8",Total company,Western Europe,Finance & Insurance & Real Estate ,Depository Institutions,Finance & Insurance & Real Estate ,,Sumit,Shweta

572,6355,Sandvik,20038,40343,Business unit/ Division: Product organization,Western Europe,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment",Manufacturing,,Arhan,Henrike

573,6356,Dormer Promet,1656,1962,Business unit/ Division: Product organization,Western Europe,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment",Manufacturing,,Arhan,Henrike

574,6357,Sandvik Coromont,8251,20601,Business unit/ Division: Product organization,Western Europe,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment",Manufacturing,,Arhan,Henrike

575,6358,Seco Tools,4440,7848,Business unit/ Division: Product organization,Western Europe,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment",Manufacturing,,Arhan,Henrike

576,6359,SMS Walter,3491,1962,Business unit/ Division: Product organization,Eastern Europe,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment",Manufacturing,,Arhan,Henrike

577,6360,Natixis,18500,9600,Total company,Western Europe,Finance & Insurance & Real Estate ,"Security And Commodity Brokers, Dealers, Exchanges, And Services",Finance & Insurance & Real Estate ,,Sumit,Carlos

578,6361,AFDB,2000,1300,Total company,Africa,Finance & Insurance & Real Estate ,Non-depository Credit Institutions,Finance & Insurance & Real Estate ,,Sumit,Carlos

579,6365,ENGIE BENELUX,15462,6700,Corporate center only,Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,"Electric, Gas, And Sanitary Services",Transportation & Communications & Electric & Gas & Sanitary Services,,Subhrajyoti,Mai

580,6366,ENGIE BENELUX,19849,6700,Total company,Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,"Electric, Gas, And Sanitary Services",Transportation & Communications & Electric & Gas & Sanitary Services,,Subhrajyoti,Mai

581,6370,ARLANXEO,3928,3720,Total company,Western Europe,Manufacturing,Chemicals w/o Pharma,Manufacturing,,Sumit,Henrike

582,6374,Schmolz,10427,2992,Total company,Western Europe,Manufacturing,Primary Metal Industries,Manufacturing,,Ashima,0

583,6375,McDermott,26792,8900,Total company,North America,Construction,Heavy Construction Other Than Building Construction Contractors,Construction,,Novo,Allison

584,6376,Synovus,5978,"1821,96",Total company,North America,Finance & Insurance & Real Estate ,Depository Institutions,Finance & Insurance & Real Estate ,,Allison,0

585,6377,Kohler,35279,7001,Total company,North America,Manufacturing,Furniture And Fixtures,Manufacturing,,0,Allison

586,6378,Petrobras,82462,90100,Total company,South America,Mining,Oil And Gas Extraction,Mining,,Novo,Lena

587,6380,Hospital Einstein,"12135,9","2825,7",Total company,South America,Services,Health Services,Services,,Sumit,Mai

588,6386,Under Armour,3825,5200,Corporate center only,North America,Retail Trade,Apparel And Accessory Stores,Retail Trade,,Novo,Allison

589,6388,United Initiators,600,273,Total company,Western Europe,Manufacturing,Chemicals w/o Pharma,Manufacturing,,Ashima,Tamara

590,6393,EPO,7000,2000,Total company,Western Europe,Public Administration ,"Executive, Legislative, And General Government, Except Finance",Public Administration ,,Bhatia,Sugandha

591,6395,Wartsila,21600,5174,Total company,Western Europe,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,Manufacturing,,Pintu,Martin Stefan

592,6396,Warner Music Group,6008,4475,Total company,North America,Retail Trade,"Home Furniture, Furnishings, And Equipment Stores",Retail Trade,,Novo,Allison

593,6397,Decision Sciences Group,1205,207,Total company,North America,Services,"Engineering, Accounting, Research, Management, And Related Services",Services,,Subi,Allison

594,6399,Caramba,"299,1","66,96",Total company,Western Europe,Manufacturing,Chemicals w/o Pharma,Manufacturing,,Arhan,Shweta

595,6400,Smuckers,"7111,9",7838,Total company,North America,Manufacturing,Food And Kindred Products,Manufacturing,,Novo,Lena

596,6402,Fidelidade,3300,5000,Total company,Western Europe,Finance & Insurance & Real Estate ,Insurance Carriers,Finance & Insurance & Real Estate ,,Arhan,Henrike

597,6403,Brenntag,16660,12000,Total company,Western Europe,Manufacturing,Chemicals w/o Pharma,Manufacturing,,Pintu,Tamara

598,6404,Banco De Chile,12075,1591873,Total company,South America,Finance & Insurance & Real Estate ,Depository Institutions,Finance & Insurance & Real Estate ,,Pintu,Carlos

599,6405,Arcelor Mittal South Africa,7807,41353,Total company,Africa,Manufacturing,Primary Metal Industries,Manufacturing,,Arhan,Tamara

600,6407,ADIB,5870,5537,Total company,Middle East,Finance & Insurance & Real Estate ,Depository Institutions,Finance & Insurance & Real Estate ,,Pintu,0

601,6408,Energy Queensland,7103,3775,Total company,Australia & Oceania,Services,Miscellaneous Services,Services,,Ashima,Shweta

602,6409,Michaels,4800,5300,Corporate center only,North America,Retail Trade,Miscellaneous Retail,Retail Trade,,Novo,Allison

603,6410,Olimpica,23000,2000,Corporate center only,South America,Retail Trade,General Merchandise Stores,Retail Trade,,Novo,Aditi

604,6415,Fortum,5200,5447,Total company,Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,"Electric, Gas, And Sanitary Services",Transportation & Communications & Electric & Gas & Sanitary Services,,Varun,Shweta

605,6416,Nestle-TOTAL COMPANY,71446,21100,Total company,Western Europe,Manufacturing,Food And Kindred Products,Manufacturing,,Pintu,Tamara

606,6419,Nestle-CONFECTIONERY,9920,3200,Business unit/ Division: Product organization,Western Europe,Manufacturing,Food And Kindred Products,Manufacturing,,Pintu,Tamara

607,6420,Nestle-DAIRY,2051,1000,Business unit/ Division: Product organization,Western Europe,Manufacturing,Food And Kindred Products,Manufacturing,,Pintu,Tamara

608,6421,Nestle-FOOD,10767,3500,Business unit/ Division: Product organization,Western Europe,Manufacturing,Food And Kindred Products,Manufacturing,,Pintu,Tamara

609,6422,Nestle-NUTRITION,6481,2000,Business unit/ Division: Product organization,Western Europe,Manufacturing,Food And Kindred Products,Manufacturing,,Pintu,Tamara

610,6423,Nestle-PET CARE,7122,3600,Business unit/ Division: Product organization,Western Europe,Manufacturing,Food And Kindred Products,Manufacturing,,Pintu,Tamara

611,6424,Nestle-PROFESSIONAL,1600,1100,Business unit/ Division: Product organization,Western Europe,Manufacturing,Food And Kindred Products,Manufacturing,,Pintu,Tamara

612,6425,Nestle-WATER,6040,2600,Business unit/ Division: Product organization,Western Europe,Manufacturing,Food And Kindred Products,Manufacturing,,Pintu,Tamara

613,6426,Nestle-CORPORATE CENTER,71446,21100,Corporate center only,Western Europe,Manufacturing,Food And Kindred Products,Manufacturing,,Pintu,Tamara

614,6427,Nestle-BU - COFFEE,4791,4100,Business unit/ Division: Product organization,Western Europe,Manufacturing,Food And Kindred Products,Manufacturing,,Pintu,Tamara

615,6428,Heineken,965,10866,Total company,Africa,Manufacturing,Food And Kindred Products,Manufacturing,,Sumit,Shweta

616,6430,ERG,62632,3941,Business unit/ Division: Country organization (geography),Southeast & Central Asia,Mining,Metal Mining,Mining,,Sumit,Shweta

617,6431,Perfetti Van Melle,903,400,Business unit/ Division: Functional organization,North America,Manufacturing,Food And Kindred Products,Manufacturing,,0,0

618,6435,Panasonic Healthcare,5452,185875,Total company,Industrialized Asia,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",Manufacturing,,Subhrajyoti,"to be checked, Kristof "

619,6437,Presidio Trust,382,"134,3",Total company,North America,Public Administration ,Administration Of Environmental Quality And Housing Programs,Public Administration ,,Subi,Aditi

620,6442,Tokyo Gas,7343,114000,Corporate center only,Industrialized Asia,Transportation & Communications & Electric & Gas & Sanitary Services,"Electric, Gas, And Sanitary Services",Transportation & Communications & Electric & Gas & Sanitary Services,,Varun,Shweta

621,6443,FNAC DARTY,16000,5800,Total company,Western Europe,Retail Trade,General Merchandise Stores,Retail Trade,,Varun,"Lena, Mai, Henrike"

622,6444,Bacardi,7592,4481,Total company,North America,Manufacturing,Food And Kindred Products,Manufacturing,,Subi,Martin

623,6445,Nokian Tyres,"4537,2",1596,Total company,Western Europe,Manufacturing,Transportation Equipment,Manufacturing,,Novo,Lena

624,6446,Telenet,3320,3000,Total company,Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,Communications,Transportation & Communications & Electric & Gas & Sanitary Services,,0,0

625,6448,Intuit,9400,7500,Corporate center only,North America,Services,Business Services,Services,,Novo,Aditi

626,6450,Garden Pet,5788,2383,Total company,North America,Manufacturing,Miscellaneous Manufacturing Industries,Manufacturing,,Sumit,Lena

627,6455,United Initiators,539,"243,1",Business unit/ Division: Functional organization,Western Europe,Manufacturing,Chemicals w/o Pharma,Manufacturing,,0,0

628,6461,CNH Industrial (CNHI),63524,29736,Total company,Western Europe,Manufacturing,Transportation Equipment,Manufacturing,"Correct: Construction, Mining, & Materials Handling Machinery & Equipment",Sumit,Tamara

629,6463,Hitachi Metal,8160,1017500,Total company,Industrialized Asia,Manufacturing,Primary Metal Industries,Manufacturing,,Pintu,Shweta

630,6464,CareCentrix,"2354,5",1800,Total company,North America,Finance & Insurance & Real Estate ,"Insurance Agents, Brokers, And Service",Finance & Insurance & Real Estate ,,Subi,Lena

631,6470,Anglogold Ashanti  - Total company,6973,NULL,Total company,Africa,Mining,Metal Mining,Mining,,Sumit,Tamara

632,6473,Anglogold Ashanti - Support and Services (CC),6973,NULL,Corporate center only,Africa,Mining,Metal Mining,Mining,,Sumit,Tamara

633,6478,Amway,16466,8416,Total company,North America,Wholesale Trade,Wholesale Trade-non-durable Goods,Wholesale Trade,,Subi,Lena

634,6481,National Grid,25148,14933,Total company,Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,"Electric, Gas, And Sanitary Services",Transportation & Communications & Electric & Gas & Sanitary Services,,Novo,Martin

635,6485,Fresenius Kabi,"39689,9",6919,Total company,Western Europe,Manufacturing,Pharmaceuticals,Manufacturing,,Arhan,Tamara

636,6487,Anglogold Ashanti -Australia,671,NULL,Business unit/ Division: Country organization (geography),Australia & Oceania,Mining,Metal Mining,Mining,,Sumit,Tamara

637,6488,Anglogold Ashanti -Columbia,1305,NULL,Business unit/ Division: Country organization (geography),South America,Mining,Metal Mining,Mining,,Sumit,Tamara

638,6490,K+S,14868,4000,Total company,Western Europe,Mining,"Mining And Quarrying Of Nonmetallic Minerals, Except Fuels",Mining,,Arhan,Mai

639,6492,Ralph Lauren,7071,6300,Corporate center only,North America,Retail Trade,Apparel And Accessory Stores,Retail Trade,,Phil,Allison

640,6494,Nation Wide,13841,3206,Total company,Western Europe,Finance & Insurance & Real Estate ,Depository Institutions,Finance & Insurance & Real Estate ,,Sumit,Carlos

641,6498,Danske Bank,22006,44358,Total company,Western Europe,Finance & Insurance & Real Estate ,Depository Institutions,Finance & Insurance & Real Estate ,,Sumit,Tamara

642,6501,Engie France,46254,8692,Business unit/ Division: Country organization (geography),Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,"Electric, Gas, And Sanitary Services",Transportation & Communications & Electric & Gas & Sanitary Services,,Pintu,Mai

643,6502,Six Flags,9918,1488,Total company,North America,Services,Amusement And Recreation Services,Services,,Subi,Allison

644,6503,Abu Dhabi Power Company and TAQA - Corporate Center,2305,17588,Corporate center only,Middle East,Transportation & Communications & Electric & Gas & Sanitary Services,"Electric, Gas, And Sanitary Services",Transportation & Communications & Electric & Gas & Sanitary Services,,Pintu,Mai

645,6504,Semafo,1162,"475,75",Total company,North America,Mining,Metal Mining,Mining,,Phil,Allison

646,6507,Brookfield asset mgmt (confidential automotive merger),2543,867,Corporate center only,North America,Manufacturing,Miscellaneous Manufacturing Industries,Manufacturing,,Phil,Lena

647,6516,MSX International,5125,422,Business unit/ Division: Functional organization,Western Europe,Services,Business Services,Services,,Phil,Jonas

648,6517,DAIICHI SANKYO,15348,971100,Total company,Industrialized Asia,Manufacturing,Pharmaceuticals,Manufacturing,,Sumit,Shweta

649,6519,Carlsberg,47196,65902,Total company,Western Europe,Manufacturing,Food And Kindred Products,Manufacturing,,Arhan,Tamara

650,6524,CFA Institute,676,393,Business unit/ Division: Functional organization,North America,Services,Educational Services,Services,,Michael,Lena

651,6526,NDIA,6125,"9839,18",Total company,Australia & Oceania,Public Administration ,Administration Of Economic Programs,Public Administration ,,Subhrajyoti,Shweta

652,6527,CIMB Niaga,12142,"1,68E+11",Corporate center only,Southeast & Central Asia,Finance & Insurance & Real Estate ,Depository Institutions,Finance & Insurance & Real Estate ,,Pintu,Ajay

653,6531,Sanofi,11175,4700,Total company,Western Europe,Manufacturing,Pharmaceuticals,Manufacturing,,Arhan,Tamara

654,6533,CACF,"2626,2","894,2",Business unit/ Division: Product organization,Western Europe,Finance & Insurance & Real Estate ,Non-depository Credit Institutions,Finance & Insurance & Real Estate ,,Sumit,Lena

655,6534,Bain Capital,1143,599,Business unit/ Division: Country organization (geography),Western Europe,Manufacturing,Paper And Allied Products,Manufacturing,,Riya,Jonas

656,6538,STERLITE POWER,1245,"24542,47",Total company,Southeast & Central Asia,Construction,Heavy Construction Other Than Building Construction Contractors,Construction,,Pintu,Shweta

657,6539,Hitachi Chemical,7509,681025,Total company,Industrialized Asia,Manufacturing,Chemicals w/o Pharma,Manufacturing,,Arhan,Henrike

658,6540,LSG Lufthansa Service Holding,"25000,5",2280,Total company,Western Europe,Manufacturing,Food And Kindred Products,Manufacturing,,Pintu,Jonas

659,6541,CBRE,106587,23894,Total company,North America,Finance & Insurance & Real Estate ,"Insurance Agents, Brokers, And Service",Finance & Insurance & Real Estate ,,Michael,Shweta

660,6544,Indorama Ventures Total Company,4856,859,Total company,Western Europe,Manufacturing,Chemicals w/o Pharma,Manufacturing,,Arhan,Jonas

661,6545,Indorama Ventures BU1 - Tire Cord Fabrics - Europe (4 sites),1103,"281,9",Business unit/ Division: Country organization (geography),Western Europe,Manufacturing,Chemicals w/o Pharma,Manufacturing,,Arhan,Jonas

662,6546,"Indorama Ventures BU2 - Polymerization, PET Yarn - East Europe (2 sites)",670,82,Business unit/ Division: Country organization (geography),Eastern Europe,Manufacturing,Chemicals w/o Pharma,Manufacturing,,Arhan,Jonas

663,6547,Indorama Ventures BU3 - PET Twisting - China and Mexico,1687,"201,3",Business unit/ Division: Country organization (geography),Industrialized Asia,Manufacturing,Chemicals w/o Pharma,Manufacturing,,Arhan,Jonas

664,6548,Indorama Ventures BU4 - Polymerization and Yarn spinning - Germany and USA,985,"235,8",Business unit/ Division: Country organization (geography),Western Europe,Manufacturing,Chemicals w/o Pharma,Manufacturing,,Arhan,Jonas

665,6549,Indorama Ventures BU5 - Coating and Dying yarn for Airbag production - Germany and Mexico,406,"85,2",Business unit/ Division: Country organization (geography),Western Europe,Manufacturing,Rubber And Miscellaneous Plastics Products,Manufacturing,,Arhan,Jonas

666,6552,SKY Airline,2224,440,Total company,South America,Transportation & Communications & Electric & Gas & Sanitary Services,Transportation By Air,Transportation & Communications & Electric & Gas & Sanitary Services,,Phil,Parth

667,6555,Volvo OEM,99040,43905,Total company,Western Europe,Manufacturing,Transportation Equipment,Manufacturing,,Phil,Lena

668,6562,Dixons carphone,6500,41317,Total company,Western Europe,Retail Trade,General Merchandise Stores,Retail Trade,,0,0

669,6567,Invesco,8816,"4415,1",Total company,North America,Finance & Insurance & Real Estate ,"Security And Commodity Brokers, Dealers, Exchanges, And Services",Finance & Insurance & Real Estate ,,Aparajita / Mike,Aditi

670,6568,Alpek,3100,"4417,91",Total company,North America,Manufacturing,Chemicals w/o Pharma,Manufacturing,,Phil,Lena

671,6569,KLM,22963,11075,Total company,Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,Transportation By Air,Transportation & Communications & Electric & Gas & Sanitary Services,,Sumit,Lena

672,6571,Media Capital,1158,"125,38",Total company,Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,Communications,Transportation & Communications & Electric & Gas & Sanitary Services,,Arhan,Allison

673,6574,AGFA Gevaert,7895,2003,Total company,Western Europe,Manufacturing,Chemicals w/o Pharma,Manufacturing,,Priscilla,Ajay

674,6575,Save the Children,17066,1169,Corporate center only,Western Europe,Services,Miscellaneous Services,Services,,Arhan,Jonas

675,6576,Hollard,3069,20200,Total company,Africa,Finance & Insurance & Real Estate ,Insurance Carriers,Finance & Insurance & Real Estate ,,Novo,Aditi

676,6577,FLYNAS,1830,835,Corporate center only,Middle East,Transportation & Communications & Electric & Gas & Sanitary Services,Transportation By Air,Transportation & Communications & Electric & Gas & Sanitary Services,,Padam,Allison

677,6578,Ameritas,2272,2490,Total company,North America,Finance & Insurance & Real Estate ,Insurance Carriers,Finance & Insurance & Real Estate ,,Phil,Allison

678,6580,Maersk- Finance only,79900,39019,Corporate center only,Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,Transportation Services,Transportation & Communications & Electric & Gas & Sanitary Services,,Phil,Aditi

679,6582,Nippon Sheet Glass,30235,556178,Total company,Industrialized Asia,Manufacturing,"Stone, Clay, Glass, And Concrete Products",Manufacturing,,Riya,Jonas

680,6583,Sumol Kompal,675,"284,3",Business unit/ Division: Country organization (geography),Western Europe,Manufacturing,Food And Kindred Products,Manufacturing,,Sumit,Jonas

681,6584,Coty,10400,5795,Total company,North America,Manufacturing,Miscellaneous Manufacturing Industries,Manufacturing,,Pintu,Martin

682,6586,Liquigas,3559,"4837,2",Total company,South America,Transportation & Communications & Electric & Gas & Sanitary Services,"Electric, Gas, And Sanitary Services",Transportation & Communications & Electric & Gas & Sanitary Services,,Phil,Allison

683,6588,GRUPO HURTADO VICUÑA ,1919,412,Business unit/ Division: Product organization,South America,Manufacturing,"Stone, Clay, Glass, And Concrete Products",Manufacturing,,Sumit,Tamara

684,6589,Selecta,1600,180,Corporate center only,Western Europe,Retail Trade,Food Stores,Retail Trade,,Ashima,Mai

685,6592,Petrol Group,4692,4376,Total company,Eastern Europe,Retail Trade,Automotive Dealers And Gasoline Service Stations,Retail Trade,,Arhan,Jonas

686,6594,Defra,26598,5500,Total company,Western Europe,Public Administration ,Administration Of Environmental Quality And Housing Programs,Public Administration ,,Padam,Ajay

687,6599,Gerdau,11628,11400,Business unit/ Division: Product organization,South America,Manufacturing,Primary Metal Industries,Manufacturing,,Phil,Allison

688,6602,Affidea,8292,454,Total company,Eastern Europe,Services,Health Services,Services,,Pintu,Ajay

689,6603,Aeroporti di Roma (ADR),2938,950,Total company,Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,Transportation By Air,Transportation & Communications & Electric & Gas & Sanitary Services,,Phil,Allison

690,6605,Bridgestone,"11115,2","4665,15",Total company,Western Europe,Wholesale Trade,Wholesale Trade-durable Goods,Wholesale Trade,,Subhrajyoti,Tamara

691,6606,Cedacri Group,1955,400,Total company,Western Europe,Services,Business Services,Services,,Pintu,Shweta

692,6610,Deutsches Milchkontor,768,"272,2",Total company,Western Europe,Manufacturing,Food And Kindred Products,Manufacturing,,Sumit,Jonas

693,6614,Bank of East Asia,4437,11744,Corporate center only,Industrialized Asia,Finance & Insurance & Real Estate ,Depository Institutions,Finance & Insurance & Real Estate ,,Subhrajyoti,Carlos

694,6619,Zito,"1302,6",101,Total company,Eastern Europe,Manufacturing,Food And Kindred Products,Manufacturing,,Ashima,Mai

695,6620,Belupo,1210,146,Total company,Eastern Europe,Manufacturing,Pharmaceuticals,Manufacturing,,Ashima,Mai

696,6621,Adecco,35052,23427,Total company,Western Europe,Services,Business Services,Services,,Sumit,Lena

697,6624,REV,7139,2400,Total company,North America,Manufacturing,Transportation Equipment,Manufacturing,,Phil,Lena

698,6625,Podravka,3823,270,Total company,Eastern Europe,Manufacturing,Food And Kindred Products,Manufacturing,,0,0

699,6626,HR Block,3086,3000,Total company,North America,Services,Business Services,Services,,Novo,Allison

700,6627,Tabcorp,2257,5482,Total company,Australia & Oceania,Retail Trade,Miscellaneous Retail,Retail Trade,,Arhan,Shweta

701,6628,Tabcorp,2257,5482,Total company,Australia & Oceania,Retail Trade,Miscellaneous Retail,Retail Trade,,Arhan,Shweta

702,6634,Kelvion,5464,915,Total company,Western Europe,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,Manufacturing,,Priscilla,Jonas

703,6636,Royal Caribbean,74553,7903,Corporate center only,North America,Services,"Hotels, Rooming Houses, Camps, And Other Lodging Places",Services,,Phil,Allison

704,6639,Pfleiderer,2161,700,Corporate center only,Western Europe,Manufacturing,"Lumber And Wood Products, Except Furniture",Manufacturing,,Pintu,Claire

705,6640,Bio-Rad,7799,"2311,66",Total company,North America,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",Manufacturing,,Novo,Parth

706,6641,Confidential,"802,7","969,63",Total company,Western Europe,Transportation & Communications & Electric & Gas & Sanitary Services,Transportation Services,Transportation & Communications & Electric & Gas & Sanitary Services,,Padam,Tamara

707,6642,Kuwait International Bank,918,"68,51",Total company,Middle East,Finance & Insurance & Real Estate ,Depository Institutions,Finance & Insurance & Real Estate ,,Sumit,Tamara

708,6645,Exxon,27526,51200,Business unit/ Division: Functional organization,North America,Manufacturing,Petroleum Refining And Related Industries,Manufacturing,,Phil,Aditi

709,6649,Nestle,3840,92000,Total company,Western Europe,Manufacturing,Food And Kindred Products,Manufacturing,,Phil,0

